event_id,event_name,genre,date,venue_name,latitude,longitude,ticket_price,organizer,description
784e617e,Comedy Fest 2024,Comedy,2025-12-15,Milwaukee Art Museum,43.0389,-87.8971,Free,Wisconsin Tech Society,Live performances and great vibes.
81db8afa,Cultural Fest 2026,Family,2025-09-27,Turner Hall Ballroom,43.0432,-87.9105,$38,Milwaukee Events Co.,Networking and inspiration for professionals.
22738251,Family Fest 2024,Art,2025-10-12,Pabst Theater,43.0431,-87.9104,$64,Milwaukee Events Co.,Community event celebrating Milwaukee.
bd9b71aa,Sports Fest 2026,Music,2025-08-30,UWM Campus,43.0766,-87.88,$137,Wisconsin Tech Society,Community event celebrating Milwaukee.
c5776d41,Art Fest 2025,Music,2025-09-13,Milwaukee Art Museum,43.0389,-87.8971,$46,Lakefront Promotions,Community event celebrating Milwaukee.
ea1c5917,Food Fest 2026,Art,2025-09-18,Fiserv Forum,43.0437,-87.9172,$110,Wisconsin Tech Society,Family-friendly activities and vendors.
cb3cde4f,Family Fest 2025,Sports,2025-09-03,Pabst Theater,43.0431,-87.9104,Free,Midwest Startups,Live performances and great vibes.
667a7c7c,Education Fest 2026,Business,2025-12-14,UWM Campus,43.0766,-87.88,$175,UWM Student Union,Family-friendly activities and vendors.
c1468640,Education Fest 2026,Sports,2025-09-16,Marcus Performing Arts Center,43.0415,-87.9098,Free,City of Milwaukee,Family-friendly activities and vendors.
38ffc795,Cultural Fest 2026,Family,2025-10-25,Pabst Theater,43.0431,-87.9104,Free,Lakefront Promotions,"Discover flavors, music, and culture."
3bcee6da,Family Fest 2026,Sports,2025-09-07,Bradley Symphony Center,43.0385,-87.906,Free,Milwaukee Events Co.,Networking and inspiration for professionals.
f2f2e60d,Food Fest 2024,Sports,2025-09-24,Milwaukee Art Museum,43.0389,-87.8971,$95,Lakefront Promotions,Top comedians on stage.
a0f9f333,Cultural Fest 2024,Cultural,2025-10-08,Pabst Theater,43.0431,-87.9104,$17,City of Milwaukee,Family-friendly activities and vendors.
bab1030f,Cultural Fest 2025,Comedy,2025-11-17,Lakefront Brewery,43.0525,-87.9058,$27,Taste of Milwaukee,Top comedians on stage.
63360459,Food Fest 2024,Family,2025-12-16,Potawatomi Hotel,43.0339,-87.9332,$189,Local Arts Council,Networking and inspiration for professionals.
111e5693,Family Fest 2026,Sports,2025-09-06,Bradley Symphony Center,43.0385,-87.906,$13,City of Milwaukee,Live performances and great vibes.
ed6037db,Business Fest 2025,Education,2025-12-07,Turner Hall Ballroom,43.0432,-87.9105,$131,Lakefront Promotions,Networking and inspiration for professionals.
ade824c3,Business Fest 2026,Music,2025-10-11,Marcus Performing Arts Center,43.0415,-87.9098,$34,Wisconsin Tech Society,Top comedians on stage.
0ff60ebd,Food Fest 2025,Sports,2025-11-18,Discovery World,43.0387,-87.8966,Free,Milwaukee Events Co.,"Discover flavors, music, and culture."
ebe6b5ce,Comedy Fest 2026,Cultural,2025-09-05,Lakefront Brewery,43.0525,-87.9058,Free,UWM Student Union,Family-friendly activities and vendors.
